issue_id,author,issue_type,timestamp,title,body,community
99,apaszke,pr,2016-10-04T18:56:18Z,Serialization improvements,"- save all data in little endian order
- allow to remap storage locations at load time
- add `parameter_dict()` method that returns all model parameters in a dict (using dot notation as keys)

**Do not merge. This PR is only for review and test purposes.**
",pytorch
100,apaszke,pr,2016-10-05T01:25:20Z,Allow specifying per-parameter optimization parameters,"If one wants to specify different optimization parameters on per-variable basis they can do it like this now:

``` python
optimizer = optim.SGD([
    {'params': model.base.parameters(), 'lr': 1e-1},
    {'params': model.classifier.parameters(), 'momentum': 0.9}
], lr=1e-3) # this lr will be the default for all groups that don't specify it
```

**Do not merge. This PR is only for review and test purposes.**
",pytorch
103,apaszke,pr,2016-10-05T15:27:23Z,Autograd fixes,"**WARNING: This PR changes the default of `requires_grad` flag in Variables.** It can possibly break a bunch of code, but is a more reasonable default, since most Variables created explicitly by users don't really require grad.

**Do not merge. This PR is only for review and test purposes.**
",pytorch
105,apaszke,pr,2016-10-05T17:47:43Z,Add versioning and shared storage handling to autograd,"**Do not merge. This PR is only for review and test purposes.**
",pytorch
112,apaszke,pr,2016-10-09T01:09:29Z,Add LAPACK functions + small fixes in error messages,"**Do not merge. This PR is only for review and test purposes.**
",pytorch
113,apaszke,pr,2016-10-09T22:58:10Z,Improvements in torch and torch.nn,"- FullConv -> ConvTranspose
- ConvTranspose and MaxUnpooling support an additional `output_size` argument to their call operators

``` python
unpool(input, indices, output_size=(100, 100))
# or
unpool(input, indices, output_size=original_input.size())
```
- torch.cat was simplified. New signature is just `torch.cat(sequence tensors[, int dimension])`. Also, I've removed the method version, which was incorrect (concatenated all given tensors in `self`).
- Cuda OOM errors used to trigger an invalid argument error message in the tensor constructor, now they are correctly propagated.

**Do not merge. This PR is only for review and test purposes.**
",pytorch
115,apaszke,pr,2016-10-11T18:51:20Z,Major improvements to autograd + a couple of CUDA improvements,"This is a huge modification to autograd. All core functions and types are moved to C (however they can still be used in python using the same interface - see `BasicEngine`). This improves RNN training speed on Penn Treebank more than 2x (and can actually saturate a GPU with a small RNN during backward).
",pytorch
117,apaszke,pr,2016-10-12T15:37:37Z,Add keyword argument support to most tensor functions,"**Do not merge. This PR is only for review and test purposes.**
",pytorch
161,apaszke,pr,2016-10-24T08:45:25Z,Lots of small fixes,"- python2.7 compatibility and cffi version checks in `torch.utils.ffi` (#156, #157)
- platform checks in `torch.cuda` (failed on macOS)
- don't build nccl on macOS
- bugs in `torch.legacy.nn`
- `.train()` and `.evaluate()` for modules and containers
- 0-based random (#123)
- stateless functions no longer print ""type type doesn't implement stateless methods"" when a method resolution fails
- added `torch.from_numpy` (#159)
- fixed clang warnings
- tests are now deterministic (#125)
- added tensor values buffering when constructing CUDA tensors from sequences (#158)
- show exponent when printing vectors (#147)
",pytorch
170,apaszke,pr,2016-10-26T13:31:50Z,Add Parameter class to nn,"After this change assigning Variables as attributes doesn't add them as parameters. To do so, one needs to create them as `torch.nn.Parameter` instances.
",pytorch
172,apaszke,pr,2016-10-26T20:11:29Z,Add support for indexing with ellipsis,,pytorch
176,apaszke,pr,2016-10-28T17:42:42Z,Issue fixes,"- Added support for indexing with numpy scalar types (#165)
- Renamed training and evaluation Module methods (#168)
- CUDA tensors now include GPU id in their `__repr__` (#92)
- Fixed bugs in variable's `__setitem__` (for 1D Variables) and `__getitem__` will never be a CUDA sync point now (#140)
",pytorch
177,apaszke,pr,2016-10-28T18:49:02Z,Allow to not use all function outputs in autograd,"Also, implement `variable.no_grad()` that returns a new variable with the same data, but with `requires_grad == False` (#166).
",pytorch
192,apaszke,pr,2016-11-01T12:25:27Z,Fixed refcounting bugs + minor improvements,"* Fix segfaults when deserializing variables (#188)
* Improve Parameter's `__repr__` (#182)
* Accept file paths in `torch.save` and `torch.load` (#190)
* Fix a bug in criterion's backward (#184).",pytorch
195,apaszke,pr,2016-11-02T08:25:29Z,Look for libcudart in default CUDA installation paths,Fixes #153.,pytorch
196,apaszke,pr,2016-11-02T15:19:00Z,Add more optimizers,The tests check convergence on the Rosenbrock function and compare steps with legacy implementations. (#175),pytorch
204,apaszke,pr,2016-11-05T21:38:48Z,Fix bugs in legacy.nn and expose blas operations as tensor methods,,pytorch
207,apaszke,pr,2016-11-08T12:39:32Z,Bug fixes,"Fixes CPU tests in Python 3.3 and 3.4, and resolves #144.",pytorch
209,apaszke,pr,2016-11-08T18:43:56Z,0mp implement buffer protocol for storage,@0mp ,pytorch
210,apaszke,pr,2016-11-08T20:05:08Z,Implement functional interface for Variables (torch.*),fixes https://github.com/pytorch/pytorch/issues/206,pytorch
224,apaszke,pr,2016-11-16T22:47:52Z,Fixes for functions that support no bias mode,Fixes #218.,pytorch
226,apaszke,pr,2016-11-17T19:21:19Z,Add cuDNN bindings for 2D transposed convolution,Fixes #219,pytorch
227,apaszke,pr,2016-11-17T21:19:03Z,Add half copy/conversions,Fixes #222 ,pytorch
239,apaszke,pr,2016-11-19T22:03:23Z,Fix reference cycles in autograd and relax semantics of save_for_backward and backward,"1. Adds `torch.multinomial` for CUDA tensors (#236)
2. Fixes reference cycles in autograd (if outputs are saved for backward) (#235)
3. `save_for_backward` now accepts `None` arguments, and `backward` can now return too many `grad_input`s, as long as the excessive values are `None` (#221)",pytorch
240,apaszke,pr,2016-11-19T23:00:07Z,Update THNN,,pytorch
243,apaszke,pr,2016-11-21T22:34:05Z,Fixes for data_parallel and numpy bridge,"* Fix errors when data_parallel was used with a single GPU (#234)
* Fix errors when data_parallel was used with multiple outputs (or inputs) (#242)
* Improve data_parallel tests
* Forbid constructing tensors from numpy arrays with negative strides. This will be fixed in the future, but it will require pushing some changes to TH. For now a readable error message is printed. (#230)",pytorch
248,apaszke,pr,2016-11-23T19:47:07Z,Add .t7 file reader,"`torch.utils.serialization.load_lua` can now open files saved with Lua Torch. It loads all modules available in `torch.legacy.nn` (except for SpatialContrastiveNormalization, that has some weird bug and gives different results).",pytorch
250,apaszke,pr,2016-11-24T12:21:27Z,Fixes for autograd bugs,"* `torch.max(var, 0)` did a max over the last dimension instead of the first (reported by Alex Conneau)
* `var.expand` now accepts `torch.Size` as argument (#249)
* Implemented in-place operators for variables 
* Fixed bug when the Variable constructor wasn't setting the error flags properly.
* Return accreal as correct python type (previously it was always float). (#251)
* **Modified the signature of `.max()`, `.median()` and other selection functions to _always_ return a tuple of values and indices. This is a breaking change.**",pytorch
282,apaszke,pr,2016-12-01T19:28:26Z,Batched fixes,"* Remove `adam`, `sgd`, etc. as attributes of `torch.optim` package
* Add `torch.cuda.set_device` (#260)
* Implement `__len__` for tensors (#270)
* Implement `.type()` for `torch.nn` modules (#272)
* Make `torch.randperm` always return a `torch.LongTensor` (#267)
* Improve cuDNN detection at build time (#280)
* Raise `IndexError` in tensors' `__getitem__`. (needed in #277)
* Allow saving dynamically defined modules (#278)
* Import most common packages (cuda, autograd, nn, optim) by default (#283) ",pytorch
290,apaszke,pr,2016-12-02T15:23:25Z,Allow returning changed gradients from the hooks,"* Allow returning changed gradients from the hooks (#262)
* Fix bmm for variables (#299)
* Adds dimension checks for `t()` and `t_()` (#301)
* Fixes #306.
* Fixes an issue with `narrow` docs (#291)
* Adds support for loading `tds` objects (#300)
* `train()` and `eval()` no longer change `requires_grad` flags of parameters.",pytorch
294,apaszke,pr,2016-12-08T21:40:39Z,Add support for stochastic functions in autograd,See #279 for the API design.,pytorch
295,apaszke,pr,2016-12-09T16:36:38Z,Add docstring support to cwrap,,pytorch
325,apaszke,pr,2016-12-17T10:59:48Z,Fix multinomial bug and decrease precision of normal test,"Fixes #323 and #320. Also, fixed one more bug in `expand_as`",pytorch
332,apaszke,pr,2016-12-19T22:18:39Z,Expose gather and equals for CUDA tensors,,pytorch
341,apaszke,pr,2016-12-21T20:59:05Z,Add autograd.backward,"```python
autograd.backward([var1, var2], [grad_var1, grad_var2])
```
does a single backward pass through a full graph preceding var1 and var2. Implements #335.",pytorch
342,apaszke,pr,2016-12-21T22:59:42Z,Implement comparison and logical operations for tensors,I tried to have them behave like numpy arrays. Fixes #296.,pytorch
360,apaszke,pr,2016-12-27T22:21:48Z,Small fixes,"* Variables are now picklable using protocols < 2 (#336)
* TypeError is raised instead of ValueError for invalid arguments
* Added support for negative dimensions in a few functions (we should support this everywhere at some point, but this will require some changes in cwrap) (#349, #355)
* `__len__`, `half` for Variables (#348, #356)
* Type checking in cwrap is now more strict - booleans will no longer be accepted as integer arguments (#330)",pytorch
364,apaszke,pr,2016-12-28T16:51:19Z,Accept outputs in out argument,"```python
torch.add(output, input1, input2)
torch.max(values, indices, tensor, 1)
```
becomes
```python
torch.add(input1, input2, out=output)
torch.max(tensor, 1, out=(values, indices))
a.add(b, out=c) # this was not possible before
```

`out` is a keyword only argument.",pytorch
368,apaszke,pr,2016-12-29T17:10:51Z,Docs improvements,"* Fixed all warnings from nn docs
* Fixed all warnings from optim docs
* Added autograd docs",pytorch
380,apaszke,pr,2016-12-30T18:22:17Z,Rename functions to _functions in all modules,"Also two small fixes:
* Normalize weights to probabilities in gradient formula of multinomial Function
* Moved `PixelShuffle` implementation to functional package",pytorch
387,apaszke,pr,2016-12-31T11:52:00Z,Add custom docs stylesheet,"Desktop:

<img width=""1371"" alt=""Main page"" src=""https://cloud.githubusercontent.com/assets/4583066/21577333/99c993fe-cf57-11e6-84a3-87da167f1020.png"">

<img width=""1372"" alt=""torch.optim example"" src=""https://cloud.githubusercontent.com/assets/4583066/21577334/a4b83c48-cf57-11e6-9f85-8dbf0020759f.png"">

<img width=""1370"" alt=""torch example"" src=""https://cloud.githubusercontent.com/assets/4583066/21577340/dc5d2154-cf57-11e6-8ede-b21172410587.png"">

Mobile:

<img width=""50%"" alt=""Main"" src=""https://cloud.githubusercontent.com/assets/4583066/21577462/930b8eec-cf5b-11e6-978d-a4ecb3798a86.PNG"">

<img width=""50%"" alt=""Menu"" src=""https://cloud.githubusercontent.com/assets/4583066/21577464/9504a22e-cf5b-11e6-9ec3-7ac636e6772f.PNG"">


",pytorch
388,apaszke,pr,2016-12-31T16:12:48Z,Multiprocessing improvements,"* Fixed broken tests on macOS.
* Variable's grad will never be shared across processes now.
* Added an additional check for Variable flags in `__init__`.
* Added `is_shared()` that returns `True` iff the tensor/storage data is in shared memory.
* Implemented missing cases of `__matmul__` (#384)
* Fixed issues with `chunk` (#369)",pytorch
389,apaszke,pr,2016-12-31T16:57:15Z,Doc css fixes for mobile and large screens,,pytorch
391,apaszke,pr,2017-01-02T00:27:07Z,Fix handling of leaf Variables in autograd,TODO: add docs about in-place ops on variables and their consequences,pytorch
397,apaszke,pr,2017-01-03T17:21:26Z,Fix invalidArguments to take kwargs and out into account,"`invalidArguments` now understands [type-annotation](https://docs.python.org/3/library/typing.html) like syntax, and checks the type of tuple elements (can be different) and sequence elements (have to be uniform).

I'm only wondering if we should show the `out` with its type in all options. Any other suggestions welcome.

Fixes #365.

Demos:

* invalid keyword arg
<img width=""911"" alt=""screen shot 2017-01-03 at 18 08 47"" src=""https://cloud.githubusercontent.com/assets/4583066/21616130/a48b4086-d1e0-11e6-9d2d-c225ce7685a9.png"">

* valid keyword arg, invalid type
<img width=""1085"" alt=""screen shot 2017-01-03 at 18 09 25"" src=""https://cloud.githubusercontent.com/assets/4583066/21616154/b72a9002-d1e0-11e6-9477-3c3f9a079910.png"">

* invalid `out` type
<img width=""1118"" alt=""screen shot 2017-01-03 at 18 16 55"" src=""https://cloud.githubusercontent.com/assets/4583066/21616191/db15d6fc-d1e0-11e6-98b9-33143f9d3ce1.png"">

* valid `out` type, invalid arguments
<img width=""1118"" alt=""screen shot 2017-01-03 at 18 09 55"" src=""https://cloud.githubusercontent.com/assets/4583066/21616203/e881eb50-d1e0-11e6-89ac-63d0a07df733.png"">

* invalid out tuple (wrong order)
<img width=""938"" alt=""screen shot 2017-01-03 at 18 10 20"" src=""https://cloud.githubusercontent.com/assets/4583066/21616226/fa14f038-d1e0-11e6-863f-190d67b06282.png"">

* valid out tuple, invalid arguments
<img width=""921"" alt=""screen shot 2017-01-03 at 18 10 34"" src=""https://cloud.githubusercontent.com/assets/4583066/21616244/06591c98-d1e1-11e6-9d13-dbae8938d10f.png"">

* invalid `cat` sequence
<img width=""681"" alt=""screen shot 2017-01-03 at 18 10 51"" src=""https://cloud.githubusercontent.com/assets/4583066/21616259/10e5bd60-d1e1-11e6-9faf-24d918b26a40.png"">

* valid `cat` sequence, invalid `dim`
<img width=""713"" alt=""screen shot 2017-01-03 at 18 14 35"" src=""https://cloud.githubusercontent.com/assets/4583066/21616274/216969c0-d1e1-11e6-8214-b42c3b1a6d50.png"">",pytorch
400,apaszke,pr,2017-01-03T22:01:47Z,Multiprocessing + autograd docs,,pytorch
405,ngimel,pr,2017-01-05T00:07:42Z,Fix rnn sphynx docs,,pytorch
445,ngimel,pr,2017-01-13T17:18:51Z,fix cudnn rnn batch_first with tests,"Fix for #441 with added batch_first tests, @adamlerer ",pytorch
448,ngimel,pr,2017-01-13T19:31:36Z,add cudnn deb package installation paths to cudnn discovery,,pytorch
453,ngimel,pr,2017-01-14T02:20:39Z,"if nccl is available, do not compile it and load system version",,pytorch
454,apaszke,pr,2017-01-15T17:51:20Z,Fixes and improvements,"* Improved multiprocessing docs
* Wrote optim docs
* Optimizers now check that `params` is not a Variable nor a tensor (#433)
* Dropout checks `p` argument (#403)
* cwrap no longer filters out valid `torch.topk` options (#432)
* `torch.randn(2, 3, 4, asdf=False)` now raises an error (earlier invalid kwargs were ignored)
* `nn.Container`s are now copyable (#415)",pytorch
455,apaszke,pr,2017-01-16T20:06:43Z,🎉 Breaking changes 🎉,"* Removed `cmin`, `cmax` and `cinv` (functionality of `cmin`, `cmax` split between `max`/`min` and `clamp`; `cinv` renamed to `reciprocal`)
* Merged `nn.Container` code into `nn.Module` (`nn.Container` will now start showing deprecation warnings)",pytorch
457,apaszke,pr,2017-01-16T22:39:41Z,"Notes, docs, fixes",,pytorch
460,apaszke,pr,2017-01-17T19:08:19Z,Add torch.utils.data docs and improve notes,,pytorch
479,apaszke,pr,2017-01-18T15:53:44Z,Improve ffi utils,,pytorch
489,apaszke,pr,2017-01-18T23:27:18Z,Fix for non-contiguous from_numpy,Fixes #484.,pytorch
492,ngimel,pr,2017-01-19T05:56:17Z,Fix unpooling docs,,pytorch
512,apaszke,pr,2017-01-19T22:12:09Z,Docs improvements,,pytorch
515,ngimel,pr,2017-01-20T01:00:34Z,adding cudnn V6 support,"cudnn V6 rc is now available. This PR adds dilated convolution support via cudnn, and updates rnn calls for the new version. I understand it should not go on master branch, so let me know how best to handle it. ",pytorch
533,apaszke,pr,2017-01-21T11:57:46Z,Fix segfault when a None gradient was given to a hook,Fixes #531.,pytorch
539,apaszke,pr,2017-01-21T20:58:17Z,Port LBFGS from Lua optim,fixes #483 ,pytorch
546,apaszke,pr,2017-01-22T23:09:32Z,Fixes v3,Fixes #523 and #543.,pytorch
548,apaszke,pr,2017-01-23T00:03:42Z,Add more contiguity checks,Add checks where cuDNN assumes that the tensors are contiguous. All other unsupported configurations should give `CUDNN_STATUS_BAD_PARAM`.,pytorch
577,apaszke,pr,2017-01-24T20:43:21Z,Fixes and additions,"* Fixes segfault when `torch.Size` is constructed with invalid arguments (#555).
* Improve optimizer serialization and add `load_state_dict` (#549).
* Make `Variable`s non-comparable (#538).
* Add upsampling modules and functions to nn (#550)",pytorch
583,ngimel,pr,2017-01-25T01:42:37Z,add dockerfiles,"Add dockerfiles for building with cudnn v5 and v6, update README. ",pytorch
593,apaszke,pr,2017-01-25T23:01:33Z,Fixes and improvements,"* Fixed bug in ELU backward when `inplace=True` (#582)
* Tests can now be run with `--seed` flag that overrides the default seed.
* Added test for `BatchNorm` in evaluation mode (#590)
* Minor fix in autograd docs
* Support cc-like flags in cuDNN build tools (#573)
* Fixed `index_select` backward (failed when indices contained duplicate entries).",pytorch
614,apaszke,pr,2017-01-27T20:46:59Z,Fix travis builds,"Let the travis finish the build before merging, so we can be sure that it works ok now.",pytorch
620,apaszke,pr,2017-01-28T12:42:24Z,Fix non-contiguous grad handling in cuDNN RNN,"Hotfix for #619. I'll go over cuDNN RNN code once more, but just wanted to have this fixed.",pytorch
628,apaszke,pr,2017-01-28T22:35:58Z,Add more bernoulli options in cwrap,"Fixes #596, #623, #607 ",pytorch
636,apaszke,pr,2017-01-29T23:23:57Z,"Implement more autograd functions and fix sort, topk signature","**WARNING: this is a breaking change.**

I went over examples and tutorials and didn't find any occurences of `sort` and `topk` used on `Variable`.

Fixes #626 and implements all high priority functions from #440.",pytorch
647,apaszke,pr,2017-01-30T22:13:34Z,[EXPERIMENTAL] Initial version of distributed package,"It's not ready for usage yet, but rebasing that massive branch is a pain, so let's merge it for now. It prints a big warning when imported:

```
================================================================================
                                    WARNING
================================================================================
torch.distributed is a highly experimental package. The API will change without
notice and we're can't guarantee full correctness and expected performance yet.
We'll announce it once it will be ready.
```",pytorch
659,apaszke,pr,2017-01-31T19:13:34Z,Fix bug with inplace TH(CU)NN,,pytorch
661,apaszke,pr,2017-01-31T21:05:29Z,Some fixes and improvements,"* Added support for indexing tensors with LongTensors (#363)
* Added `torch.unbind` - splits tensor into a tuple, removing a given dimension (#427)
* Renamed `set_index` to `_set_index` (#469)
* Improved CUDA detection in THPP (it's not possible to force no cuda) (#638)",pytorch
664,thuyen,pr,2017-02-01T02:20:12Z,ByteTensor should be unsigned,Just little fix to the docs,pytorch
668,ngimel,pr,2017-02-01T20:44:11Z,use pseudo-fp16 for convolutions,should fix #520,pytorch
669,apaszke,pr,2017-02-01T21:37:39Z,Add ModuleList and ParameterList to nn,,pytorch
708,apaszke,pr,2017-02-09T19:55:20Z,Fix for non-contiguous grad_output in cuDNN conv,I'll improve the tests to include non-contiguous inputs and grad outputs soon.,pytorch
731,kashif,pr,2017-02-13T13:28:04Z,test on osx,,pytorch
732,kashif,pr,2017-02-13T13:50:20Z,std::min() requires same type,does not compile on osx,pytorch
734,apaszke,pr,2017-02-13T18:50:20Z,Bug fixes and test improvements,"* Add same device asserts for cuDNN (#720)
* Fix bug in `Module.zero_grad` (#719)
* Add CUDA double and half THNN backends (#716, #48)
* Add output shape checks in conv (#704)
* cuDNN RNN can be now backproped through multiple times (#703)
* Fix auto-gpu in `torch.cat` (#689)
* Add tests for non-contiguous inputs and gradients in nn
* Fixed some flaky tests
* Added some more asserts to cuDNN RNNs",pytorch
737,kashif,pr,2017-02-13T23:03:30Z,compile with cudart,"This makes it work on osx with cuda and cudnn. Else it give:

```
...
Traceback (most recent call last):
  File ""<stdin>"", line 1, in <module>
  File ""/usr/local/lib/python2.7/site-packages/torch/__init__.py"", line 45, in <module>
    from torch._C import *
ImportError: dlopen(/usr/local/lib/python2.7/site-packages/torch/_C.so, 10): Symbol not found: _cudaDeviceSynchronize
  Referenced from: /usr/local/lib/python2.7/site-packages/torch/_C.so
  Expected in: flat namespace
 in /usr/local/lib/python2.7/site-packages/torch/_C.so
```",pytorch
752,apaszke,pr,2017-02-15T20:23:06Z,Bug fixes,"* `torch.Size` methods convert return type from `tuple` back to `torch.Size` (#730)
* Fixed bug in `Engine::compute_dependencies` (#726)
* `detach()` now actually removes the creator (#685)
* Added `torch.__version__` (#742)",pytorch
753,ngimel,pr,2017-02-15T22:56:04Z,allow DataParallel to have tuple inputs on a single GPU,"...for consistency with multi-GPU case, useful for rnns.  ",pytorch
762,apaszke,pr,2017-02-16T17:51:58Z,"Test PR, do not merge",# DO NOT MERGE,pytorch
769,apaszke,pr,2017-02-17T12:43:16Z,Fix Engine::compute_dependencies,,pytorch
794,apaszke,pr,2017-02-20T12:19:25Z,Fixes and improvements,"* Added better error message for CUDA -> numpy conversions (#779)
* Added checks for type and size of rewards in StochasticFunction (#781)
* cuDNN RNN Function now returns a correct number of gradients (#776)
* input will be made contiguous only once in backward of cuDNN RNN (#621)
* DataParallel now supports multiple inputs (#649)
* Added `torch.nn.utils.clip_grad_norm` (#309)
* Added support for indexing with `None` and slices with positive steps (partially #229)
* Added support for numpy arrays in `default_collate` (#782)
* Fixed misspelling and made NLLLoss2d accept weights (#784)

NLLLoss2d test will be extremely flaky until torch/cunn#445 is merged.",pytorch
844,apaszke,pr,2017-02-25T00:02:01Z,Distributed updates,"I'm merging this, because we've already had conflicts in THPP.",pytorch
852,apaszke,pr,2017-02-25T23:08:27Z,Bug fixes,"* Expose stateless methods for `torch.cuda.HalfTensor` (#827)
* Prevent creation of reference cycles in autograd (#839)
* Fix for Byte and Long tensor indexing of Variables (#828)
* Reshape grad_output in backward of basic ops (#818)
* Add docs for `ModuleList` and `ParameterList` (#814)
* Allow using expand to broadcast/unsqueeze tensors
* Make indexing 100% compatible with numpy again. Unfortunately this rolls back part of the support we had (LongTensors can now be be used only as the sole argument to indexing functions).
* Make `Optimizer.load_state_dict` use its `__setstate__` so we can implement backward-compatible extensions for optimizers (#766, #810).",pytorch
855,apaszke,pr,2017-02-26T12:51:26Z,Expose torch.HalfTensor,"Fixes #838.

Test plans/ideas welcome.",pytorch
859,apaszke,pr,2017-02-26T21:45:38Z,Improve autograd memory usage,References to tensors given to `save_for_backward()` and `mark_non_differentiable()` weren't freed if the function didn't require gradient. This lead to an increased memory usage when large parts of graph didn't require grad (e.g. ResNet-152 finetuning with batch_size 16 used to consume the same amount of memory as batch 256 after this commit).,pytorch
868,apaszke,pr,2017-02-27T21:01:45Z,Fix one more reference cycle and ensure correct flag propagation,Fixes #863.,pytorch
873,apaszke,pr,2017-02-28T00:55:16Z,Add support for variable length sequences in RNNs,"The PR is still lacking the docs and pep8 fixes, so it's not ready for merge yet, but I wanted to get it out today, so it can be reviewed. I'll fix any comments tomorrow.

Fixes #789.

cc @jekbradbury ",pytorch
886,apaszke,pr,2017-03-01T15:55:17Z,Small bug fixes,"* Duplicate backward roots are now handled properly
* Added support for backprop through cuDNN RNN in evaluation mode
* cuDNN dropout descriptors will be updated when RNN module's `.dropout` attribute is changed. Additionally, they are now lazily initialized, so the descriptors won't even be seeded if `dropout == 0` (cuDNN is fine with that, so I assume it's ok).

@ngimel can you please take a look at the changes in the backend?",pytorch
887,apaszke,pr,2017-03-01T16:32:36Z,Add Nesterov Momentum,"Adds the Nesterov variant of momentum as an option for SGD.

By @ajbrock. I rebased the changes and added `__setstate__`.",pytorch
905,apaszke,pr,2017-03-02T23:18:34Z,Fix slicing with step,Slicing with steps that don't divide the length now work properly.,pytorch
912,apaszke,pr,2017-03-03T18:40:44Z,Fix issues with lazy grad initialization,,pytorch
982,apaszke,pr,2017-03-11T16:16:24Z,Bug fixes,"* Embedding with `max_norm` could have modified indices (#943)
* Removed `AutoGPU` from some functions (partially fixes #917)
* Fixed a memory leak in `torch.from_numpy` (allocator object hasn't been freed properly)
* Submodules and parameters can now shadow attributes in `__dict__` on assignment (#977).",pytorch
996,ngimel,pr,2017-03-13T23:56:44Z,"Don't use cudnn for negative padding or output_padding, check torch.backends.cudnn.enabled","This fixes #964 (if padding or output_padding is negative, cudnn is not used), however, the test that I've added for negative output_padding fails even when I'm running it on cpu only: 
```
FAIL: test_ConvTranspose2d_neg_output_padding (__main__.TestNN)
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""test_nn.py"", line 1988, in <lambda>
    setattr(TestNN, test_name, lambda self, test=test: test(self))
  File ""/opt/pytorch/test/common_nn.py"", line 543, in __call__
    self._do_test(test_case, module, input)
  File ""test_nn.py"", line 69, in _do_test
    test_case.check_jacobian(module, input, self.jacobian_input)
  File ""/opt/pytorch/test/common_nn.py"", line 431, in check_jacobian
    PRECISION
AssertionError: 8.35154853160465 not less than or equal to 1e-05
```
Not quite sure why. Does pytorch actually support negative output_padding?",pytorch
999,ngimel,pr,2017-03-14T20:03:24Z,fix conv1d backward segfault,"Fix for #967 - fix segfault in conv1d when input does not require_grad. @apaszke, @colesbury, apparently in tests input always requires grad - so how should test be modified to catch things like this?",pytorch
