issue_id,author,issue_type,timestamp,title,body,community
7561,Maratyszcza,pr,2018-05-15T02:11:37Z,Replace std::to_string with caffe2::to_string in nomnigraph,"`std::to_string` is not available on Android with GNU STL. We conventionally use `caffe2::to_string` as a portable alternative.

",pytorch
7576,zuoxingdong,pr,2018-05-15T13:09:14Z,[Update rnn.py]: change `_all_weights` to `all_weights_names` for easier usability,Users could easily noticed this method supported with Tab-completion. ,pytorch
7591,Maratyszcza,pr,2018-05-15T21:03:55Z,[caffe2] Use caffe2::stod in lexer,"`std::stod` causes build errors on Android

",pytorch
7592,Maratyszcza,pr,2018-05-15T21:07:24Z,[caffe2] Include <array> in fatal_signal_asan_no_sig_test,"fatal_signal_asan_no_sig_test.cc uses `std::array`, but doesn't include the header. It caused build error on Android.

",pytorch
7593,Maratyszcza,pr,2018-05-15T21:12:27Z,[caffe2] Build Android tests and binaries in CI,"Android tests are now broken, and we didn't know about it. Enabling build of tests & binaries for Android to avoid this situation in the future.",pytorch
7607,Maratyszcza,pr,2018-05-16T02:50:10Z,[caffe2] Fix linking of Android unit tests,"Android unit tests failed to link due because libnnpack and libcpuinfo appeared in the linker command line before libcaffe2. This patch somehow fixes it.

",pytorch
7633,zasdfgbnm,pr,2018-05-17T01:16:04Z,Support exporting <= and >= for ONNX,"This PR add support for exporting <= and >= into ONNX, as discussed in https://github.com/onnx/onnx/issues/870#issuecomment-388528619",pytorch
7646,Maratyszcza,pr,2018-05-17T18:01:51Z,[caffe2] Fix warning in net_async_tracing.cc,"Compilers used to report a warning:
```
caffe2/core/net_async_tracing.cc: In member function 'void caffe2::tracing::Tracer::renameThreads()':
caffe2/core/net_async_tracing.cc:210:32: warning: overflow in implicit constant conversion [-Woverflow]
   const long numa_multiplier = 10e9;
```
This patch fixes it.

",pytorch
7666,Maratyszcza,pr,2018-05-18T07:41:51Z,Simplify pthreadpool implementation on top of Caffe2 thread pool,"Remove one layer of pointer dereference when calling the thread pool.

",pytorch
7691,Maratyszcza,pr,2018-05-18T21:24:58Z,Update NNPACK and cpuinfo submodules,"Updated NNPACK to 42d9355
Updated cpuinfo to 1e6c8c9

",pytorch
7707,zasdfgbnm,pr,2018-05-19T18:17:59Z,"make BatchSampler subclass of Sampler, and expose docs","In the docstring of DataLoader, we have `batch_sampler (Sampler, optional)` at [dataloader.py#L415](https://github.com/pytorch/pytorch/blob/master/torch/utils/data/dataloader.py#L415), which indicate that `BatchSampler` is a subclass of `Sampler`. But currently it is not.

This PR makes BatchSampler a subclass of Sampler, and expose its docs.",pytorch
7752,Maratyszcza,pr,2018-05-22T05:26:07Z,Mark stack as non-executable in NNPACK,"Pull new revision of NNPACK which specifies non-executable stack in assembly files. Previous revision didn't do that, and depending on toolchain could cause linker to mark stack as executable for the linked binaries.

",pytorch
7816,zasdfgbnm,pr,2018-05-24T18:41:46Z,"move Subset, random_split to data, use sequence at some places.","This PR propose the following changes:
1. Move `torch.utils.data.dataset.random_split` to `torch.utils.data.random_split`.
2. Move `torch.utils.data.dataset.Subset` to `torch.utils.data.Subset`.
3. Add docstring for Subset and expose it.
4. Change some wording from 'iterable' and 'list' to 'sequence'.

Note:
The relationship between iterable and sequence is stated at [python#term-sequence](https://docs.python.org/3/glossary.html#term-sequence):

> (A sequence is) an iterable which supports efficient element access using integer indices via the `__getitem__()` special method and defines a `__len__()` method that returns the length of the sequence.",pytorch
7898,zasdfgbnm,pr,2018-05-28T15:39:02Z,docstring support for @script and @script_method,https://github.com/pytorch/pytorch/issues/7527,pytorch
8029,zuoxingdong,pr,2018-06-01T11:46:25Z,[Update nn.rst] Add documentation of convert parameters,,pytorch
8031,zuoxingdong,pr,2018-06-01T15:47:39Z,[Update utils.py] Allow arbitrary dimension for logsumexp,,pytorch
8045,zuoxingdong,pr,2018-06-01T20:38:53Z,[Update ReduceOps.cpp] logsumexp: consistent notation between dim and dim_,,pytorch
8367,zuoxingdong,pr,2018-06-12T09:00:45Z,[Update lr_scheduler.py] Allow lower bound for all schedulers. ,,pytorch
8551,zasdfgbnm,pr,2018-06-15T14:18:47Z,Add CELU activation to pytorch,"Also fuse input scale multiplication into ELU

Paper:
https://arxiv.org/pdf/1704.07483.pdf",pytorch
8564,Maratyszcza,pr,2018-06-15T18:52:31Z,Update NNPACK and cpuinfo submodules,"Bring in extra optimizations in Winograd-based convolution on NEON

",pytorch
8581,zasdfgbnm,pr,2018-06-16T15:06:34Z,Add meshgrid to PyTorch,Part of this issue https://github.com/pytorch/pytorch/issues/7580,pytorch
8587,zasdfgbnm,pr,2018-06-17T05:46:47Z,move unbind to ATen,,pytorch
9305,zuoxingdong,pr,2018-07-10T14:39:15Z,[Update README.md] Add command to install lapack library,It can be helpful for users to build from source who does not have lapack library on the machine. ,pytorch
9346,zuoxingdong,pr,2018-07-11T14:28:31Z,[Update convert_parameters.py] Add dimension validity check,,pytorch
9393,zasdfgbnm,pr,2018-07-12T17:46:41Z,"Add `itertools.{prod, combinations, combinations_with_replacement}` like op to pytorch",closes https://github.com/pytorch/pytorch/issues/7580,pytorch
9422,zasdfgbnm,pr,2018-07-13T15:40:49Z,[JIT] allow reading numeric types and tensor attribute objects from all module,"Currently JIT can only resolve from `torch` and `torch.nn.functional`. This allow JIT to resolve references from other modules. Such as, to allow `@script` functions like:
```python
import torch
import math
import numpy

a = torch.tensor(1.0)

@torch.jit.script
def f(x):
    return math.pi * x

@torch.jit.script
def g(x):
    return numpy.pi * x

print(f(a))
print(g(a))
```",pytorch
9532,zasdfgbnm,pr,2018-07-18T13:14:26Z,Allow scatter and gather to broadcast,"Closes: https://github.com/pytorch/pytorch/issues/9407

- [x] gather broadcast
- [x] unit test for gather with broadcast
- [x] scatter broadcast
- [x] unit test for scatter with broadcast
- [x] gather gradients
- [x] unit tests for gradients of gather with broadcast
- [x] scatter gradients
- [x] unit tests for gradients of scatter with broadcast
- [x] explain how broadcasting of scatter and gather works in https://pytorch.org/docs/master/notes/broadcasting.html
- [x] change the docstring of scatter and gather to explain the broadcast

cc: @gchanan ",pytorch
9571,Maratyszcza,pr,2018-07-18T22:27:34Z,Adapt OnnxifiOp to removed suffix handling in ONNXIFI loader,"Adapt to changes in onnx/onnx#1203

",pytorch
9844,Maratyszcza,pr,2018-07-25T21:26:37Z,Update OnnxifiOp according to onnx/onnx#1224,,pytorch
9968,zuoxingdong,pr,2018-07-28T02:05:07Z,[Update convert_parameters.py] Use new PyTorch API to make code simpler,,pytorch
9974,zuoxingdong,pr,2018-07-28T08:27:48Z,[Update init.py]  Add `init_as` to initialize the weight from a given Tensor. ,,pytorch
9979,zasdfgbnm,pr,2018-07-29T01:59:19Z,allow nn.Sequential to take multiple inputs,The number of inputs would be the same as the first module,pytorch
10230,Maratyszcza,pr,2018-08-04T03:43:56Z,Update OnnxifiOp to reflect onnx/onnx#1256,,pytorch
10374,zasdfgbnm,pr,2018-08-09T13:17:21Z,"[DO NOT MERGE, DO NOT REVIEW] make _wrap_index_once a method to allow profiling",,pytorch
10378,zasdfgbnm,pr,2018-08-09T14:53:37Z,Advanced Indexing: Allow skipping wrapping indices if returned from nonzero,"In https://github.com/pytorch/pytorch/pull/10374, I made the helper function that wrap indices a method of tensor to allow profiling how much overhead this feature adds to advanced indexing. But unfortunately, the indices wrapping is very expensive.

A simple demo is:
```python
import torch
d = torch.device('cuda')

a = torch.rand(1000, 1000, device=d)
i = torch.ones(1000, 1000, dtype=torch.uint8, device=d).triu()

with torch.autograd.profiler.profile(use_cuda=True) as prof:
	a[i]
	
prof.export_chrome_trace('triu')
print(prof)
```

This gives:
```
-----------------------  ---------------  ---------------  ---------------  ---------------  ---------------
Name                            CPU time        CUDA time            Calls        CPU total       CUDA total
-----------------------  ---------------  ---------------  ---------------  ---------------  ---------------
_th_get_device                   5.958us          5.216us                1          5.958us          5.216us
_th_get_device                   2.896us          2.272us                1          2.896us          2.272us
_th_get_device                   3.140us          3.072us                1          3.140us          3.072us
_cast_Byte                      15.384us         15.360us                1         15.384us         15.360us
_th_get_device                   2.801us          2.848us                1          2.801us          2.848us
_th_get_device                   2.805us          2.784us                1          2.805us          2.784us
index                         1832.829us       1862.496us                1       1832.829us       1862.496us
_th_get_device                   2.832us          3.040us                1          2.832us          3.040us
nonzero                        328.179us        605.728us                1        328.179us        605.728us
select                          30.519us          1.024us                1         30.519us          1.024us
select                           5.983us          1.024us                1          5.983us          1.024us
_wrap_index_once               628.163us        442.368us                1        628.163us        442.368us
max                            295.205us         78.048us                1        295.205us         78.048us
_local_scalar                   41.098us         41.088us                1         41.098us         41.088us
_th_get_device                   2.954us          3.072us                1          2.954us          3.072us
_local_scalar_dense             19.456us         19.456us                1         19.456us         19.456us
min                             81.825us         82.240us                1         81.825us         82.240us
_local_scalar                   26.363us         26.240us                1         26.363us         26.240us
_th_get_device                   4.620us          4.864us                1          4.620us          4.864us
_local_scalar_dense             12.135us         12.192us                1         12.135us         12.192us
remainder                      154.303us        195.424us                1        154.303us        195.424us
mul                            234.862us        229.376us                1        234.862us        229.376us
_wrap_index_once               255.512us        277.504us                1        255.512us        277.504us
max                             94.118us         76.192us                1         94.118us         76.192us
_local_scalar                   25.571us         26.016us                1         25.571us         26.016us
_th_get_device                   2.874us          2.432us                1          2.874us          2.432us
_local_scalar_dense             12.734us         12.768us                1         12.734us         12.768us
min                             75.452us         76.576us                1         75.452us         76.576us
_local_scalar                   26.015us         25.952us                1         26.015us         25.952us
_th_get_device                   2.980us          3.008us                1          2.980us          3.008us
_local_scalar_dense             11.987us         12.032us                1         11.987us         12.032us
remainder                       12.788us         55.776us                1         12.788us         55.776us
mul                            151.378us        140.288us                1        151.378us        140.288us
add_                            20.204us         53.248us                1         20.204us         53.248us
view                             9.550us          1.024us                1          9.550us          1.024us
take                            82.686us         80.896us                1         82.686us         80.896us
```
We can see that `_wrap_index_once` is a major cost of computation.

However, wrapping indices is not always necessary. For example, if an index tensor is constructed by `expandByteTensors`, then there is no need to wrap indices because `nonzero` will not return indices out of range.

This PR adds a `bool` to store if wrap index can be skipped. And if yes, then skip this expensive operation. As a result of this change, we get the following profiling:

```
------------------  ---------------  ---------------  ---------------  ---------------  ---------------
Name                       CPU time        CUDA time            Calls        CPU total       CUDA total
------------------  ---------------  ---------------  ---------------  ---------------  ---------------
_th_get_device              7.707us          7.328us                1          7.707us          7.328us
_th_get_device              3.011us          2.784us                1          3.011us          2.784us
_th_get_device              3.460us          3.072us                1          3.460us          3.072us
_cast_Byte                 17.001us         17.408us                1         17.001us         17.408us
_th_get_device              4.109us          4.064us                1          4.109us          4.064us
_th_get_device              2.808us          2.752us                1          2.808us          2.752us
index                     975.918us       1005.408us                1        975.918us       1005.408us
_th_get_device              3.208us          3.072us                1          3.208us          3.072us
nonzero                   339.928us        615.424us                1        339.928us        615.424us
select                     30.331us          1.024us                1         30.331us          1.024us
select                      5.766us          1.024us                1          5.766us          1.024us
mul                       257.175us         81.920us                1        257.175us         81.920us
mul                       146.566us        147.456us                1        146.566us        147.456us
add_                       19.227us         53.248us                1         19.227us         53.248us
view                        9.385us          2.048us                1          9.385us          2.048us
take                       86.470us         69.632us                1         86.470us         69.632us
```

We can see that advanced indexing is now much faster.

One more point is, this pull request is based on https://github.com/pytorch/pytorch/pull/10374, so it include changes there. I suggest not reverting these changes. Since wrap indices is expensive, it worth to add a custom cuda kernel to do that job to reduce cost. Adding it to `native_functions.yaml` allows automatic dispatching CPU and GPU. I'm planning this in a future PR to see how much a custom kernel can improve.",pytorch
10548,Maratyszcza,pr,2018-08-15T18:43:14Z,Update FP16 submodule. Close #10523,"Pull a fix in FP16 for compilation bug when using Intel Compiler

",pytorch
10599,Maratyszcza,pr,2018-08-16T23:28:46Z,Tune minimal work size,"Summary:
Reduce minimal work size to 1 and see what happens to performance.
I think that not spawing threads with spin-lock synchronization may be bad because they will switch to condvar wait, which increases wake-up latency next time they are needed.

Reviewed By: ajtulloch

Differential Revision: D9366664
",pytorch
10668,zasdfgbnm,pr,2018-08-19T19:08:32Z,Advanced Indexing: Allow skipping wrapping indices if all index tensors are returned from nonzero,"This is an improved version of https://github.com/pytorch/pytorch/pull/10378 that complicate the code much less, but can still handle special cases like using advanced indexing as `masked_select`.

This PR reduce the time for `tensor.index` in the example at https://github.com/pytorch/pytorch/pull/10378 from ~1800us to ~1000us.",pytorch
10721,Maratyszcza,pr,2018-08-21T06:11:35Z,"Avoid shadowing i, j vars in GeneralProposals test","Summary: - Fix compilation warning ""declaration of 'i' shadows a previous local [-Werror=shadow-compatible-local]""

Differential Revision: D9419688
",pytorch
10944,zuoxingdong,pr,2018-08-28T14:18:00Z,Support direct access of `nn.RNNCellBase`,,pytorch
10992,zuoxingdong,pr,2018-08-29T08:12:59Z,Support import of `nn.RNNCellBase` in `__all__`,,pytorch
11376,zuoxingdong,pr,2018-09-07T11:00:33Z,[Update serialization.py]: Allow user to choose highest protocol for pickle without importing it,This could be convenient if one wants to use highest protocol for pickling. It does not need to separately import pickle and call `pickle.HIGHEST_PROTOCOL` by themselves. ,pytorch
11581,zasdfgbnm,pr,2018-09-12T17:23:15Z,[ONNX] Add trigonometry functions to docs/source/onnx.rst,,pytorch
11623,zasdfgbnm,pr,2018-09-13T03:50:09Z,Improve doc of `torch.nn.functional.pad`,I'm reading the doc of `torch.nn.functional.pad` and it looks a bit confusing to me. Hopefully this PR makes it clearer.,pytorch
11664,zuoxingdong,pr,2018-09-13T20:11:51Z,[Update container.py]: add `ModuleList.insert`,fixes #11652,pytorch
11749,zuoxingdong,pr,2018-09-17T08:18:57Z,[Update categorical.py] Creating `Categorical` distribution much faster,Fix #11747,pytorch
11921,zasdfgbnm,pr,2018-09-21T01:31:52Z,Fix docstring of `torch.jit.createResolutionCallback`,"The sample code in the docstring of `torch.jit.createResolutionCallback` is not working:

`createResolutionCallback()` gets the frame of `bar`. In order to get the frame of  `baz`, one need to use `createResolutionCallback(1)`",pytorch
12064,zasdfgbnm,pr,2018-09-25T19:41:07Z,Unhide at::unique from C++,Currently we only have `at::_unique` and `at::_unique_dim`. It would be convenient to have a overloaded `at::unique` that handle both cases.,pytorch
12199,zasdfgbnm,pr,2018-09-29T13:51:02Z, Move cosine_similarity to ATen,I'm now traveling and don't have access to a good computer to compile test by myself. Will see the outcome of CI.,pytorch
12203,zasdfgbnm,pr,2018-09-30T14:09:57Z,[JIT] Allow gathering tuple,"Closes: https://github.com/pytorch/pytorch/issues/12365

Current, the following code gives an error:
```python
@torch.jit.script
def f(x):
    return torch.sort(x)[0]
```
With error message:
```
Traceback (most recent call last):
  File ""quicktest.py"", line 3, in <module>
    @torch.jit.script
  File ""/Users/gaoxiang/anaconda3/lib/python3.6/site-packages/torch/jit/__init__.py"", line 589, in script
    graph = _jit_script_compile(ast, rcb)
RuntimeError: gatherable->type()->isSubtypeOf(DynamicType::get()) ASSERT FAILED at /Users/administrator/nightlies/2018_09_28/wheel_build_dirs/conda_3.6/conda/conda-bld/pytorch-nightly_1538131714608/work/torch/csrc/jit/script/compiler.cpp:1819, please report a bug to PyTorch. (emitBasicGather at /Users/administrator/nightlies/2018_09_28/wheel_build_dirs/conda_3.6/conda/conda-bld/pytorch-nightly_1538131714608/work/torch/csrc/jit/script/compiler.cpp:1819)
frame #0: torch::jit::script::to_ir::emitSimpleExpr(std::__1::shared_ptr<torch::jit::script::Tree> const&) + 2371 (0x10c3e5e53 in libtorch.dylib)
frame #1: torch::jit::script::to_ir::emitSugaredExpr(torch::jit::script::Expr, unsigned long) + 1446 (0x10c3dd326 in libtorch.dylib)
frame #2: torch::jit::script::to_ir::emitExpr(torch::jit::script::Expr) + 69 (0x10c3dddd5 in libtorch.dylib)
frame #3: torch::jit::script::to_ir::getNamedValues(std::__1::vector<std::__1::shared_ptr<torch::jit::script::Tree>, std::__1::allocator<std::__1::shared_ptr<torch::jit::script::Tree> > >, bool) + 1216 (0x10c3e6a40 in libtorch.dylib)
frame #4: torch::jit::script::to_ir::getValues(std::__1::vector<std::__1::shared_ptr<torch::jit::script::Tree>, std::__1::allocator<std::__1::shared_ptr<torch::jit::script::Tree> > >, bool) + 64 (0x10c3eec30 in libtorch.dylib)
frame #5: torch::jit::script::to_ir::getValues(torch::jit::script::List<torch::jit::script::Expr>, bool) + 86 (0x10c3d8156 in libtorch.dylib)
frame #6: torch::jit::script::to_ir::to_ir(torch::jit::script::Def, std::__1::unordered_map<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, torch::jit::script::Method&, std::__1::hash<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > >, std::__1::equal_to<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > >, std::__1::allocator<std::__1::pair<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > const, torch::jit::script::Method&> > >&, std::__1::function<std::__1::shared_ptr<torch::jit::script::SugaredValue> (std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > const&, torch::jit::script::Method&, torch::jit::SourceRange const&)> const&, std::__1::shared_ptr<torch::jit::script::SugaredValue>, torch::jit::script::Method&) + 2754 (0x10c3d5082 in libtorch.dylib)
frame #7: std::__1::__function::__func<torch::jit::script::defineMethodsInModule(torch::jit::script::Module&, std::__1::vector<torch::jit::script::Def, std::__1::allocator<torch::jit::script::Def> > const&, std::__1::vector<std::__1::function<std::__1::shared_ptr<torch::jit::script::SugaredValue> (std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > const&, torch::jit::script::Method&, torch::jit::SourceRange const&)>, std::__1::allocator<std::__1::function<std::__1::shared_ptr<torch::jit::script::SugaredValue> (std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > const&, torch::jit::script::Method&, torch::jit::SourceRange const&)> > > const&, std::__1::shared_ptr<torch::jit::script::SugaredValue>)::$_5, std::__1::allocator<torch::jit::script::defineMethodsInModule(torch::jit::script::Module&, std::__1::vector<torch::jit::script::Def, std::__1::allocator<torch::jit::script::Def> > const&, std::__1::vector<std::__1::function<std::__1::shared_ptr<torch::jit::script::SugaredValue> (std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > const&, torch::jit::script::Method&, torch::jit::SourceRange const&)>, std::__1::allocator<std::__1::function<std::__1::shared_ptr<torch::jit::script::SugaredValue> (std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > const&, torch::jit::script::Method&, torch::jit::SourceRange const&)> > > const&, std::__1::shared_ptr<torch::jit::script::SugaredValue>)::$_5>, void (torch::jit::script::Method&)>::operator()(torch::jit::script::Method&) + 111 (0x10c3d452f in libtorch.dylib)
frame #8: torch::jit::script::Method::ensure_defined() + 175 (0x10c3f7fbf in libtorch.dylib)
frame #9: torch::jit::script::defineMethodsInModule(torch::jit::script::Module&, std::__1::vector<torch::jit::script::Def, std::__1::allocator<torch::jit::script::Def> > const&, std::__1::vector<std::__1::function<std::__1::shared_ptr<torch::jit::script::SugaredValue> (std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > const&, torch::jit::script::Method&, torch::jit::SourceRange const&)>, std::__1::allocator<std::__1::function<std::__1::shared_ptr<torch::jit::script::SugaredValue> (std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > const&, torch::jit::script::Method&, torch::jit::SourceRange const&)> > > const&, std::__1::shared_ptr<torch::jit::script::SugaredValue>) + 2520 (0x10c3bfa28 in libtorch.dylib)
frame #10: torch::jit::script::compileFunction(torch::jit::script::Def, std::__1::function<std::__1::shared_ptr<torch::jit::script::SugaredValue> (std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > const&, torch::jit::script::Method&, torch::jit::SourceRange const&)> const&) + 620 (0x10c3c405c in libtorch.dylib)
frame #11: void pybind11::cpp_function::initialize<torch::jit::script::initJitScriptBindings(_object*)::$_21, std::__1::shared_ptr<torch::jit::Graph>, torch::jit::script::Def const&, std::__1::function<pybind11::function (std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >)>, pybind11::name, pybind11::scope, pybind11::sibling>(torch::jit::script::initJitScriptBindings(_object*)::$_21&&, std::__1::shared_ptr<torch::jit::Graph> (*)(torch::jit::script::Def const&, std::__1::function<pybind11::function (std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >)>), pybind11::name const&, pybind11::scope const&, pybind11::sibling const&)::'lambda'(pybind11::detail::function_call&)::__invoke(pybind11::detail::function_call&) + 408 (0x10937fe58 in _C.cpython-36m-darwin.so)
frame #12: pybind11::cpp_function::dispatcher(_object*, _object*, _object*) + 3308 (0x108fc570c in _C.cpython-36m-darwin.so)
<omitting python frames>
frame #25: start + 1 (0x7fff67c8f085 in libdyld.dylib)
```
This PR fix this issue by allowing JIT to emit code for gathering tuples.",pytorch
12363,zasdfgbnm,pr,2018-10-05T06:52:13Z,"[JIT] Allow tensor.device, tensor.dtype, and tensor.shape in JIT",Closes https://github.com/pytorch/pytorch/issues/12364,pytorch
12413,zasdfgbnm,pr,2018-10-06T06:23:54Z,Move outplace ops to ATen,"So that things like below can be JITable, and available in C++ API:

```python
import torch

@torch.jit.script
def f(x, y, z):
    x.index_add(0, y, z)
```",pytorch
12455,Maratyszcza,pr,2018-10-08T17:12:59Z,Implement 3D and 4D parallelization in Caffe2 thread pool,"Summary: - Mirror changes in pthreadpool

Differential Revision: D10240470
",pytorch
