issue_id,author,issue_type,timestamp,title,body,community
1414,Jiaming-Liu,pr,2017-05-01T05:07:47Z,Implement Nadam Optimizer,"This PR implements Nadam algorithm.
It has been proposed in [Incorporating Nesterov Momentum into Adam](https://openreview.net/pdf?id=OM0jvwB8jIp57ZJjtNEZ). Tested on MNIST.",pytorch
1481,aam-at,pr,2017-05-05T07:11:32Z,Fix bug in magma qr decomposition,"[Documentation](http://icl.cs.utk.edu/magma/forum/viewtopic.php?f=2&t=1015&p=2800&hilit=geqrf_gpu#p2800) for `geqrf_gpu` is incorrect. Tests pass because for smaller matrices `magma` falls back on `lapack` for qr factorization. For large matrices, returned `r` is incorrect. Bug can be reproduced using the following script (`r` will contains matrix with ones on diagonal):
```python
import torch
a = torch.rand(1000, 1000).cuda()
q, r = torch.qr(a)
```",pytorch
1556,stegben,pr,2017-05-15T06:27:41Z,"fix issue #1549, make and operator correct",A quick attempt to fix #1549 ,pytorch
1559,ronrest,pr,2017-05-15T12:39:35Z,minor typo and style changes to _torch_docs.py,,pytorch
1568,stegben,pr,2017-05-16T07:30:09Z,"[Need Discussion] fix #1524, let long_args False for param ""size"" of set_","It passed on my python3.5 w/o CUDA environment.

Just curious, why does `size` need to be a long argument? I thought that the size of a tensor should be fixed.

p.s. The test will be removed if this PR is approved.",pytorch
1675,jfsantos,pr,2017-05-29T15:55:06Z,Fix CUDA_HOME detection,"The way `CUDA_HOME` detection was implemented in `tools/setup_helpers/cuda.py` does not work, as `ctypes.util.find_library(cudart)` returns only the library name, not its path. `os.path.dirname(...)` in this case would return `/usr/local/cuda/lib`, not `/usr/local/cuda`. I am proposing a fix based on using the path to `nvcc` instead of `ctypes.util.find_library`. ",pytorch
1691,jekbradbury,pr,2017-06-01T00:50:34Z,tensor coalescing dance to avoid copy for cudnn rnn parameters,"Intended to solve #914, and currently passing tests.
I haven't yet run memory/performance comparisons, but I wanted to see if @apaszke and others are okay with the approach I've taken. I also coalesce on the gradients during the backward pass, which should save a memcpy but doesn't save any memory unless we can get the tensors that will receive the weight gradients to persist between calls.",pytorch
1862,stegben,pr,2017-06-21T10:35:16Z,fix #1241,,pytorch
1974,lanpa,pr,2017-07-04T15:05:39Z,corrects typo,,pytorch
1975,qbx2,pr,2017-07-04T19:14:22Z,Fix typo in model_zoo docstring,,pytorch
2037,DeNeutoy,pr,2017-07-10T16:53:33Z,support dictionary return types in nn.Module's __call__,"using `__call__` currently throws an error if the return type of `forward` is a `dict`. It would be useful to be able to return complex outputs with names - this PR just hooks the backward hooks onto an arbitrary element of the return dict (I assumed this was ok because previously the hook is just registered to the first element returned from `forward`). Let me know if i've put the test in the wrong place/ you would like it to be different. 

Thanks!",pytorch
2073,lanpa,pr,2017-07-13T06:32:38Z,resolves #1991,,pytorch
2158,stegben,pr,2017-07-20T06:21:03Z,fix typo of error message of cmul in THSTensorMath.h,,pytorch
2280,lanpa,pr,2017-08-03T07:42:20Z,fix doc of lr_scheduler,,pytorch
2417,jekbradbury,pr,2017-08-15T01:35:56Z,Add DistributedDataParallel to docs,DataParallel was included twice.,pytorch
2433,jekbradbury,pr,2017-08-15T20:45:14Z,"add ""Basics"" section to distributed docs",Some multiprocessing/distributed basics that might help new users. Also links there from the DistributedDataParallel docs.,pytorch
2477,stsievert,pr,2017-08-17T18:34:48Z,MAINT: kwargs refactor for distributed/__init__.py,"Modified API for init_process_group and kwargs error messages in {scatter, gather}.",pytorch
2544,Jiaming-Liu,pr,2017-08-26T23:24:31Z,Implement ReduceLROnPlateau with Backtrack,"Responding to https://github.com/pytorch/pytorch/issues/2478:
1. Enhance ReduceLROnPlateau with backtracking & autosaving function.
2. ReduceLROnPlateau.step(...) now return a status code.",pytorch
2562,iamaziz,pr,2017-08-29T15:30:23Z,Fix typo in docstring example,,pytorch
2744,stsievert,pr,2017-09-14T23:26:05Z,"DOC: i{send, recv} message order with MPI backend","Adds a link in the docs to http://mpi-forum.org/docs/mpi-2.2/mpi22-report/node54.htm#Node54

This comes from a forum post I asked: https://discuss.pytorch.org/t/sending-many-tensors-with-isend-possible-identify-which-tensor-sent/7406",pytorch
2750,stsievert,pr,2017-09-15T17:08:19Z,DOC: adding note about distributed MPI backend,From https://github.com/pytorch/pytorch/issues/241#issuecomment-324945374,pytorch
2883,eklitzke,pr,2017-09-28T03:37:03Z,make torch.save() atomic by default,"This makes `torch.save()` atomic, by using a temporary file and then renaming it. This approach is guaranteed to be atomic on POSIX filesystems. I didn't make an option to use non-atomic saves since the overhead of doing this is very low (esp. compared to the other things that `torch.save()` has to do), so it didn't seem like it was worth the cognitive burden. I added some basic sanity tests.

Short version of why I want this: I have a training job that serializes model state every *N* iterations during training, and I have another process that periodically scans the state directory to look at the state files. Making `torch.save()` atomic ensures that there aren't any race conditions between process *A* saving a file and process *B* loading the file.",pytorch
2894,Jiaming-Liu,pr,2017-09-29T01:12:08Z,import lr_scheduler in optim/__init__.py,Fix https://github.com/pytorch/pytorch/issues/2809,pytorch
3000,Scitator,pr,2017-10-06T06:31:10Z,DistributedDataParallel IndexError bugfix for 2428 issue,"As you ask, https://github.com/pytorch/pytorch/issues/2428",pytorch
3127,blackyang,pr,2017-10-15T20:42:58Z,adaptive pooling supports only specifying size in certain dimension,"Adaptive pooling supports only specifying size in certain dimensions. For example, we can have:
```
x = Variable(torch.rand(1,3,10,10))
m = nn.AdaptiveMaxPool2d((5,None))
y=m(x)
y.size()  # torch.Size([1, 3, 5, 10])
```

This is useful for certain sequence related tasks",pytorch
3180,lanpa,pr,2017-10-19T15:43:13Z,implements operator + for Dataset class,"This PR implements operator + for `Dataset` class with a corresponding test case.
So we can write something like `tranval_dataset = train_dataset+val_dataset`",pytorch
3746,blackyang,pr,2017-11-16T21:55:22Z,change doc for Adaptive Pooling,See #3127 ,pytorch
3752,jekbradbury,pr,2017-11-17T01:21:33Z,Detect aliasing in cuDNN RNN flatten_parameters,"Fixes #3751. 
Currently, `nn.RNN.flatten_parameters` sets up a contiguous weight buffer to enable the no-copy code path for cuDNN RNNs, then uses `set_` to redirect the data pointers within the RNN's parameters to point into that weight buffer. Lastly it caches the list of parameter pointers within the buffer so that `nn.RNN.forward` can detect if the RNN's parameters change and fall back to the slow path. If certain preconditions aren't met, the cached list of parameter pointers is empty, forcing the RNN to always use the slow path. This patch adds an aliasing check to those preconditions.

The added test fails on master and succeeds with this change.",pytorch
3774,jekbradbury,pr,2017-11-18T19:09:37Z,fix cuDNN RNN weight tying test,"Apparently the warnings filter behaves differently on Py2 and Py3 (or maybe CentOS vs Ubuntu, etc.) and while the warnings we check for are in fact thrown on both platforms, they aren't caught on the 2.7 conda build worker. This removes the tests for the warnings and relies solely on the final correctness check. cc @soumith ",pytorch
3776,stefan-it,pr,2017-11-18T21:54:29Z,Fix torch::hash for GCC >=6 and clang,"Hi,

this is a follow-up PR for #3756 and #3767. It fixes a compilation on GCC >= 6 and clang, see #3772.

I tested this patch on following Distributions and compilers - so I hope it won't break something:

| Compiler     | Distribution
| ---------------- | -----------------
| GCC 4.9.4    | Ubuntu 16.04
| GCC 5.4.1    | Ubuntu 16.04
| GCC 6.3.0    | Ubuntu 16.04
| GCC 7.2.0    | Arch Linux
| clang 3.8.0  | Ubuntu 16.04
| clang 5.0.0  | Arch Linux

Fixes #3772.",pytorch
3777,stefan-it,pr,2017-11-18T23:00:58Z,flake8 fix,"Hi,

[this build](https://travis-ci.org/pytorch/pytorch/jobs/304105993) failed due to a `flake8` error:

```bash
./torch/distributions.py:108:1: W293 blank line contains whitespace
```

So this PR removes the whitespace.",pytorch
3951,mrshu,pr,2017-11-30T16:49:10Z,[docs] rnn.py: Note zero defaults for hidden state/cell,"* Add a note on zero defaults for hidden states/cells of
  RNNs/LSTMs/GRUs.

* Should fix the note in #434

Signed-off-by: mr.Shu <mr@shu.io>

--------------------

I am not sure about the wording here, so please feel free to suggest any changes.",pytorch
3962,lanpa,pr,2017-12-01T11:11:42Z,fix math notation in torch.squeeze doc,"Rendered result after fix:

![image](https://user-images.githubusercontent.com/2005323/33480239-62bbb83e-d6cb-11e7-9593-b2f8cb3329a8.png)
",pytorch
4032,lopuhin,pr,2017-12-05T13:41:13Z,Use enabled argument in torch.autograd.profiler.emit_nvtx,"Or else it's always enabled, and fails on CPU when ``enabled=False``",pytorch
4407,lanpa,pr,2017-12-29T12:07:56Z,fix documentation of RNN weight_ih_l[k] shape, fixes #4403 ,pytorch
4430,jusjusjus,pr,2018-01-01T17:57:09Z,[WIP] Added method cuda to PackedSequence.,,pytorch
4436,lanpa,pr,2018-01-02T16:10:21Z,Fix _trace function in torch.onnx,"Found this bug while trying to call it directly, an argument is missing.

This function was introduced in 47ac468. Looks like it's not covered by unit test. ",pytorch
4446,lanpa,pr,2018-01-02T20:16:01Z,Fix _trace function in torch.onnx (clean up of #4436),"Found this bug while trying to call it directly, an argument is missing.

This function was introduced in 47ac468. Looks like it's not covered by unit test.",pytorch
4470,sighingnow,pr,2018-01-04T03:05:43Z,"Improve float precision stability of `linspace` op, fix 4419.",This patch swap the order `*` and `/` operation in `linspace` to improve float precision stability. This patch should fix the issue #4419 .,pytorch
4488,jekbradbury,pr,2018-01-04T23:48:50Z,Fix typo in fusion compiler,"This mismatched paren causes a syntax error in generated code. I'm guessing the parentheses are worth keeping, since there was one in there before, but I don't actually know whether the compiler can produce things like a - (b - c) that would make them required.
  ",pytorch
4521,sighingnow,pr,2018-01-07T11:48:02Z,Fix abs specialization for `uint8_t` type.,Fixes #4520 ,pytorch
4527,sighingnow,pr,2018-01-08T02:25:13Z,"Fix the inconsistency of `polygamma` on Tensor and Variable, for issue #4466","In issue #4466, @fritzo found that the `torch.polygamma` works inconsistently on `Tensor` and `Variable`. When call the module methods on variables, the first two arguments need to be swapped if the `self`  argument comes second.

This patch call `IMPLEMENT_STATELESS_ADDXX` instead of `IMPLEMENT_STATELESS` for the swap action before dispatch, should fix the issue #4466.",pytorch
4561,sighingnow,pr,2018-01-09T16:56:26Z,Define USE_AVX2 macro when avx2 found.,The macro USE_AVX2 is required in avx_mathfun.h. This should fix issue #4531 .,pytorch
4579,sighingnow,pr,2018-01-10T14:37:44Z,"[ONNX] export sum, prod, sqrt improve log_softmax.","More exports:
+ `sum`
+ `prod`
+ `sqrt`

Improve:
+ `log_softmax`

Doc:
+ Fix a URL typo in `docs/source/onnx.rst`",pytorch
4627,sighingnow,pr,2018-01-12T06:46:32Z,Make any and all on ByteTensor behave like sum/prod.,"Make `ByteTensor`'s  methods `any` and `all` can accept `dim` and `keepdim` parameters, behave like `sum/prod`.

I add two macro `TENSOR_IMPLEMENT_ACC` and `TENSOR_IMPLEMENT_ACCALL` to make the code less duplicate.

This feature should fix issue #4313 ",pytorch
4637,sighingnow,pr,2018-01-12T16:14:20Z,More strict shape check on Conv operators.,"Add more strict shape check on Conv operators. The computed input size should never less than kernel size.

This patch should fix issue #4607 ",pytorch
4933,temporaer,pr,2018-01-30T11:13:14Z,fix copy/paste error in debug message in rnn.py,,pytorch
5147,lazypanda1,pr,2018-02-09T00:55:58Z,Added check and test for betas parameter in Adam optimizer,"This PR adds a check to prevent division by zero errors and give users friendlier error messages when using the Adam optimizer.

Currently, if one specifies the beta value of the Adam optimizer as `1.0` for the first parameter, the program fails with the error message, `ZeroDivisionError: float division by zero`. According to the definition of [Adam](https://arxiv.org/abs/1412.6980), beta values should be in the range \[0, 1\).

Also referring [#751](https://github.com/uber/pyro/pull/751) where I encountered and tried to fix this issue in the first place. I believe this would benefit all clients using pytorch as backend.",pytorch
